model,dataset,category,seed,condition,ctype,severity,rescue,image_index,is_anomalous,anomaly_score,experiment
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,104,1,0.9857317209243774,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,105,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,106,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,107,1,0.4905211329460144,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,108,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,109,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,110,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,111,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,112,1,0.721514105796814,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,113,1,0.5389547944068909,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,114,1,0.9180352687835693,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,115,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,low_light,moderate,Retinex,116,1,0.4515954256057739,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,0,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,1,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,2,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,3,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,4,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,5,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,6,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,7,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,8,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,9,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,10,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,11,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,12,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,13,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,14,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,15,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,16,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,17,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,18,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,19,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,20,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,21,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,22,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,23,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,24,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,25,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,26,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,27,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,28,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,29,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,30,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,31,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,32,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,33,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,34,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,35,1,0.9748901128768921,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,36,0,0.9721171259880066,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,37,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,38,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,39,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,40,0,0.9901456832885742,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,41,0,0.9936243295669556,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,42,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,43,0,0.969933032989502,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,44,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,45,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,46,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,47,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,48,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,49,0,0.9919159412384033,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,50,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,51,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,52,0,0.9905713796615601,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,53,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,54,0,0.999169111251831,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,55,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,56,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,57,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,58,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,59,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,60,0,0.9984076619148254,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,61,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,62,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,63,0,0.9951448440551758,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,64,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,65,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,66,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,67,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,68,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,69,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,70,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,71,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,72,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,73,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,74,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,75,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,76,1,0.989957332611084,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,77,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,78,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,79,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,80,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,81,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,82,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,83,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,84,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,85,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,86,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,87,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,88,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,89,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,90,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,91,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,92,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,93,1,0.9887667894363403,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,94,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,95,1,0.9842733144760132,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,96,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,97,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,98,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,99,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,100,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,101,1,0.9911884665489197,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,102,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,103,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,104,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,105,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,106,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,107,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,108,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,109,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,110,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,111,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,112,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,113,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,114,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,115,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,gaussian_blur,moderate,none,116,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,0,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,1,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,2,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,3,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,4,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,5,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,6,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,7,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,8,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,9,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,10,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,11,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,12,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,13,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,14,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,15,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,16,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,17,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,18,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,19,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,20,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,21,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,22,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,23,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,24,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,25,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,26,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,27,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,28,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,29,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,30,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,31,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,32,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,33,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,34,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,35,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,36,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,37,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,38,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,39,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,40,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,41,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,42,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,43,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,44,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,45,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,46,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,47,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,48,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,49,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,50,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,51,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,52,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,53,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,54,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,55,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,56,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,57,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,58,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,59,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,60,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,61,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,62,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,63,0,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,64,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,65,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,66,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,67,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,68,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,69,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,70,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,71,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,72,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,73,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,74,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,75,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,76,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,77,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,78,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,79,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,80,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,81,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,82,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,83,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,84,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,85,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,86,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,87,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,88,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,89,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,90,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,91,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,92,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,93,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,94,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,95,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,96,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,97,1,0.9969571828842163,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,98,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,99,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,100,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,101,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,102,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,103,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,104,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,105,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,106,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,107,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,108,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,109,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,110,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,111,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,112,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,113,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,114,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,115,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,rescued,gaussian_blur,moderate,Wiener,116,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,0,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,1,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,2,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,3,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,4,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,5,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,6,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,7,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,8,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,9,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,10,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,11,1,0.983198881149292,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,12,1,0.9810562133789062,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,13,1,0.9942096471786499,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,14,1,0.9636561870574951,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,15,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,16,1,1.0,feature_space
PatchCore,MVTec-AD,carpet,42,degraded,motion_blur,moderate,none,17,1,0.9513239860534668,feature_space
